ID,Proposal title,Proposal state,Pending proposal state,Session type,Track,created,Tags,Abstract,Description,Notes,Internal notes,Duration,Slot Count,Language,Show this session in public list of featured sessions.,Don't record this session.,Session image,Speaker IDs,Speaker names,Room,Start,End,Median score,Average (mean) score,Resources,Abstract as a tweet,Category [High Performance Computing],"Category [Community, Education, and Outreach]",Category [Machine and Deep Learning],Category [Scientific Applications],Category [Data Science and Visualization],Expected audience expertise: Domain,Expected audience expertise: Python,Talk submissions only : Would you be prepared to do a poster as fallback,Public link to supporting material,Project Homepage / Git
EXVUBJ,MyST & Thebe: Community-driven tools for awesome open science communication with Jupyter[lite] backed computation,confirmed,,Talk (25 mins + Q&A),"Community, Education, and Outreach",2023-05-14T13:24:27.791558+00:00,,"Imagine a world where there are tools allowing any researcher to easily produce high quality scientific websites. Where it's trivial to include rich interactive figures that connect to Jupyter servers or run in-browser with `WASM` & `pyodide`, all from a local folder of markdown files and Jupyter notebooks.

We introduce MyST Markdown (https://mystmd.org/), a set of open-source, community-driven tools designed for open scientific communication. 

It's a powerful authoring framework that supports blogs, online books, scientific papers, preprints, reports and journals articles. It includes `thebe` a minimal connector library for Jupyter, and `thebe-lite` that bundles a JupyterLite server with `pyodide` into any web page for in-browser `python`. It also provides publication-ready tex and pdf generation from the same content base, minimising the rework of publishing to the web and traditional services.","The MyST (Markedly Structured Text) project grew out of the ExecutableBooks team, developers of MyST Markdown and JupyterBook. Originally based on Sphinx and RST, over the past year the ExecutableBooks team has been working on a MyST Specification to coordinate development of the markup language and extensions across multiple languages & parsers (e.g. implementations in Python & Javascript). 

The new javascript based MyST tools run directly in the browser, opening up new workflows for components to be used in web-based editors, directly in Jupyter and in JupyterLite. The libraries work with current MyST Markdown documents/projects and can export to LaTeX/PDF, Microsoft Word and JATS as well as multiple website templates using a modern React-based renderer. There are currently over 400 scientific journals that are supported through templates, with new LaTeX templates that can be added easily (using Jinja-based templating) and contributed via an open community repository (https://github.com/myst-templates).

Thebe lets you easily add interactive visualisations, reproducible figures and interactive code editors to any to static HTML web page -- backed by a kernel from a Jupyter server or an in-browser WASM kernel with thebe-lite.

It’s a compact and versatile library that makes it easy to add Jupyter based interactivity, by default code blocks are turned into editors and made ready for execution, just by adding a couple of additional script tags. `thebe` enables the flexible interleaving of Jupyter cells and output areas with other content (e.g. from myst markdown files), maintaining the ability to run the underlying notebooks or individual code cells. 

Over the last year, `thebe` has seen major upgrades allowing it to be integrated into modern web frameworks and it have been integrated tightly with MyST's web themes, making it easy to add computation into any MyST based online article or publication. Now creating and deploying an interactive `ipywidgets` based figure as part of an online paper can be achieved in minutes.

And while we've seen interactive figures in web based scientific papers before, the MyST toolchain democratizes their creation and makes it easy for any researcher to publish publication-quality web-based articles  from their desktop (or from CI) that the large online journals would need a post-production  web development teams to help deliver. MyST's architecture also allows for multiple researchers to contribute to lab websites and computational journals.

In our presentation we will give an overview of the MyST ecosystem, how to use MyST tools in conjunction with existing Jupyter Notebooks, markdown documents, and JupyterBooks to create interactive websites, books, blogs and scientific articles as well as professional PDFs. We give special attention to the additions around structured data, standards in publishing (e.g. efforts in representing Notebooks as JATS XML), rich frontmatter, bringing cross-references and persistent IDs to life with interactive hover-tooltips and making connections to Jupyter based and in-browser `python` kernels to run interactive figures through the additional of a few simple configuration options. We'll share some compelling examples of online papers and journals published with MyST.

Our presentation is aimed at attendees who are looking to incorporate Jupyter Notebooks with other materials in new and novel ways - to create compelling scientific communication materials whether in the form of books, blogs or articles, for education or research. The talk will cover how and where `thebe` can be applied effectively, as well as going into some different configurations. Some knowledge of basic web development with HTML, will be beneficial for walk-through element of the talk as we'll cover some code and configuration, but we aim for the talk to be accessible by anyone interested in putting interactive scientific communication on the web, whether they develop themselves or not.","We expect the talk **to be of significant interest to researchers, scientists and RSE's** with interest in progressing their work in **open science and the proliferation of open access science communication**, the open source tool chains we'll cover are a *huge enabler* for researchers in this regard.

While we've all seen interactive figures in web based scientific papers for some time, **the MyST toolchain democratizes this** and makes it easy for any researcher, RSE or scientist working in python & jupyter to publish from their desktop a **publication quality** web based article, that a journal would need a post production team and web developers to deliver and deploy.

Although this talk may be quite different from others that you are considering but we think **it is important, timely and very relevant for the scientific python community** -- tools for publishing and communicating are essential under today's open science agenda, so we felt that it fits quite naturally into this track.

We've asked for a 30 min talk but are able to accept and compress to a 15 minute talk if needs be, although this will be a bit limiting, we can still deliver a valuable talk in that time and provide attendees with some entry points as well as demonstrations.

We very much appreciate the chance to share this work.",,30,1,en,True,False,,"EHAJXJ, 9ENEUE","Steve Purves, Rowan Cockett",HS 120,2023-08-17T12:05:00+00:00,2023-08-17T14:35:00+02:00,2.00,1.8,https://pretalx.com/media/euroscipy-2023/submissions/EXVUBJ/resources/myst-jupytercon_Uv8rIpu_gQDKbDD.png,"Transform your science communication with MyST! Create interactive computational scientific websites, blogs, preprints & articles with an open-source, community-driven toolset. Dive in: https://mystmd.org/",,Other,,,,some,some,no,https://myst-tools.org,https://github.com/executablebooks
FQSXE7,Molgri: grids for molecular dynamics,confirmed,,Poster,Scientific Applications,2023-04-05T10:26:13.198088+00:00,,"Computational chemistry studies how molecules approach and interact at atomic precision and femtosecond timescales, a level of detail that is difficult to achieve in experiments. This enables us to understand important processes like the binding of drugs to receptors. 

However, especially the first phase of binding – the approach and guidance towards a binding site - is difficult to study with the usual molecular dynamics approach. In the python package molgri, we instead create two sets of grids to study binding pathways. A grid of approach directions is generated based on a subdivision of an icosahedron; a grid of approach orientations based on a division of a half-hypercube. 

After the user provides two molecular structures and the desired level of discretization, the molgri package generates a sequence of structures (a pseudo-trajectory) featuring all combinations of approach directions, distances and orientations. The output is immediately compatible with chemical software like GROMACS and openMM, so that this grid-based approach can be used as a starting point for simulations or used on its own to study long-range interactions guiding ligands to binding sites and to extract simulation-free models of kinetics (rate matrix).

The ease of use is taken into account during development; the generation of pseudo-trajectories can be easily done as a single command-line instruction, with examples provided in documentation.","Computational chemistry studies the mechanisms of molecular interactions at the level of atomic precision that is hardly ever achievable in experiments. However, especially for large biomolecules with complex structures, it is difficult to predict how they will interact with each other and with smaller particles like drug molecules – especially in the long-range part of the process, when the particles are only beginning to approach each other. It is often assumed that there are guiding interactions orienting one molecule correctly towards the other, but the process is difficult to study with typical molecular dynamics methods since the approach pathways occur in a vast, highly-dimensional space with only a few narrow energetic minima, making the computational time needed to come across all of them prohibitively long.

To close this gap in computational chemistry research, we developed the python package molgri that quickly and easily provides the user with a uniform selection of approach vectors and orientations of a pair of molecules. After comparing several generation algorithms, we focused on the two with the most desirable properties, generating approach vectors with an incremental subdivision of a projected icosahedron and approach orientations (in quaternion framework) with an incremental subdivision of a projected half-hypercube.

This product of approach vectors and orientations at any level of coarseness is then automatically applied to any two molecular structures, generating a sequence of combination structures (pseudo-trajectories) in a format immediately compatible with programs like GROMACS or openMM. This means that the proposed structures can be immediately evaluated within a force field or optimized further with the software that is already widely used in the field. The resulting pattern of energetically favorable and unfavorable areas in space enables the user to visualize how the binding process may have proceeded and what type of interaction played the role in the process.

The package molgri is under active development as an open-source project on GitHub, with the last stable version always released as a python package. We focus on a user-friendly interface, providing several scripts within the installation that enable end users the generation of grids, pseudo-trajectories and visualizations with single-line commands; for advanced users, well-maintained documentation is published online via ReadTheDocs. Currently, we are working to extend the functionality of the module to simulation-free models of molecular kinetics (square-root approximation, rate matrix) and the use of maze algorithms like Dijkstra’s algorithm to identify distinct approach pathways.",,,90,1,en,False,False,,MM88QK,Hana Zupan,,,,1.00,1.2,,"Interested in studying optimal ways in which (bio)molecules approach and bind? Easily generate possible binding orientations and approach pathways with python package molgri, the long-range complement to molecular dynamics simulations.",,,,Drug Discovery,,some,none,yes,https://molgri.readthedocs.io/en/latest/,https://github.com/bkellerlab/molecularRotationalGrids
FRHXYW,(in)Complete introduction to AI Safety,confirmed,,Talk (25 mins + Q&A),Machine and Deep Learning,2023-04-29T23:51:24.657207+00:00,,"AI is poised to be ""Our final invention,"" either the key to a never-ending utopia or a direct road to dystopia (or apocalypse). Even without the eschatological framing, it's still a revolutionary technology increasingly embedded in every aspect of our life, from smartphones to smart cities, from autonomous agents to autonomous weapons. In the face of acceleration, there can be no delay: if we want AI to shape a better tomorrow, we must discuss safety today.","AI is our generation's most important technological breakthrough; beyond all the discussion about hype and Doom lie serious safety, technical and ethical considerations. In the face of accelerating AI capabilities, if we want to create a better world, we must also accelerate our safety efforts, exploring ethics and biases, deep learning failures and their alignment implications, or AI and computing policies.

This talk aims at providing a brief introduction and overview of the principal axes of AI safety: Ethics, Alignment, and Policies). Hopefully, it will work as a gateway for further forays into these crucial and intertwined areas; references and conceptual maps will accompany the talk's slides.

The talk will be roughly structured like this (sections and subsections may vary, but a higher focus will be put on Alignment):

- Risks: From misuse to Doom
- Alignment:
  - Black Boxes: Interpretability or the lack thereof
  - Mesa-Optimizer and Reward Hacking
  - Of RLHF and Waluigis: on the brittleness of LLMs
- Policies: Can we Regulate A(G)I?
- Ethics: breaking the vicious cycle of unfair models, datasets, and societies.","The final structure of the talk might vary as the field is in a state of accelerating development; the focus will most likely be on Alignment and Risks, while Ethics and Policies section will probably be kept at 5m each, mainly because Alignment is currently the hottest and more technically relevant topic amongst those three.",,30,1,en,False,False,,GAWBSA,"Michele ""Ubik"" De Simoni",Aula,2023-08-17T11:30:00+00:00,2023-08-17T14:00:00+02:00,1.00,1.2,,"Making safe, ethical, aligned AIs is the only way to avoid dystopia (or Doom) and build (hopefully) everlasting utopia. In the face of accelerating capabilities, we need to discuss safety now.",,,Algorithmic bias and Trustworthy AI,,,none,none,yes,,
FU9SYJ,Accelerating your Python code - a systematic overview,confirmed,,Talk (25 mins + Q&A),High Performance Computing,2023-04-30T20:31:52.295146+00:00,,"Python is slow. We feel the performance limitations when doing computationally intensive work. There are many libraries and methods to accelerate your computations, but which way to go? This talk serves as a navigation guide through the world of speeding up Python. At the end, you should have a high-level understanding of performance aspects and know which way to go when you want to speed up your code next time.","We start with the fundamental reasons why Python is slow by design - and why it's nevertheless often a good language choice. From there we'll cover basic Python programming paradigms, standard data libraries (NumPy, pandas), Just-in-time compilation (PyPy, numba), GPU-Acceleration, Multithreading, Multiprocessing, calling other languages (C/C++, Julia, Rust) as well as distributed computing. We'll discuss the benefits and costs of all these technologies, so that you know which way to go in different usage scenarios.",,,30,1,en,False,False,,X8YQJR,Tim Hoffmann,Aula,2023-08-16T12:05:00+00:00,2023-08-16T14:35:00+02:00,2.00,1.8,,Learn which ways to go in the jungle of libraries and technologies that can speed up your python code.,Other,,,,,none,some,no,,
GRHSGN,Streamlining Geospatial Machine Learning with SRAI,confirmed,,Poster,Scientific Applications,2023-05-14T21:11:59.510305+00:00,request as poster,"This talk will introduce the audience to the Spatial Representations for Artificial Intelligence (srai), a Python library that provides an efficient, unified, and easy-to-use approach to geospatial problems. Attendees will get insights into the key functionalities and use cases of srai with a focus on how it enhances the Python scientific stack and encourages the application of Python in scientific and industrial geospatial research.","In the GeoAI domain, tooling is scarce, datasets and models are often private or unavailable, and there is a lack of unified, user-friendly libraries for geospatial problem-solving. However, the srai library aims to address these challenges by providing comprehensive tools, algorithms, and seamless integration with existing frameworks. It enables researchers, developers, and data scientists to overcome the limitations of scarce tooling and private datasets, fostering collaboration and simplifying the implementation of geospatial solutions.

Outline:

1. Introduction - Relevance and challenges of working with GeoAI. Introduction of the srai library and its objectives.
2. Key Features of SRAI - Core functionalities of srai, including OSM data downloading and processing, GTFS processing, regionization, embedding, and visualization tools.
3. Example applications - Example applications of srai in real-world scenarios, such as predicting Bike Sharing System (BSS) stations' locations. How srai streamlines these use cases.
4. Future Developments and Conclusion - Plans for future library's functionalities, the development of geospatial AI tooling as a whole.",,,90,1,en,False,False,,"NEMRFE, DLQCAA, CEEVGF, AEKH3Q, PHTF7Q","Szymon Woźniak, Piotr Szymański, Piotr Gramacki, Kamil Raczycki, Kacper Leśniara",,,,2.00,2.0,,"Discover srai, the Python library redefining geospatial problem-solving! Dive into its key features, use cases and its game-changing role in scientific and industrial research. #Python #GeospatialAI #srai",,,"ML Applications (e.g. NLP, CV)",Geo Science,,some,some,yes,https://srai-lab.github.io/srai,https://github.com/srai-lab/srai
GSKSQJ,SciPy❤Java with GraalPy,confirmed,,Poster,Data Science and Visualisation,2023-04-06T09:05:46.664959+00:00,,"GraalPy brings up to date data science packages from Python to Java. Whether
analyzing data from Java enterprise applications or embedding Python
visualizations in Java's cross-platform UIs, GraalPy makes it easier than ever.
In this talk we will show you how to get GraalPy from Conda or Pyenv, how it
performs on scientific Python workloads, and how to easily set up a
multi-language application with Java, Pygal, and SciPy.","GraalPy, the fast, Java-based implementation of Python, is bridging modern
Python and the Java ecosystem. Whether you need to use NumPy's data
processing with data from Java, want to use Java's cross-platform UI libraries
to visualize your data, or Java's JDBC drivers to pull data into your Python
code. GraalPy has got you covered.

After 5 years of development, we are maturing and now testing hundreds of the
top Python packages every day to improve compatibility with the latest and
greatest of the Python ecosystem. GraalPy is available via standalone
installers, RPM packages, from Pyenv or Conda, as part of GraalVM
distributions.

In this talk we want to give you an overview of the state of GraalPy, show our
performance and compatibility data, and what can be expected to work. We will
also demonstrate how a GraalPy environment can be easily set up with Conda to
develop a multi-language application with Java, Pygal, and Scipy in PyCharm.",,,90,1,en,False,False,,"RB9MRK, VBDD98","Tim Felgentreff, Cosmin Basca",,,,1.00,1.0,,"Join us, as we demonstrate how setting up a GraalPy project to bring Python data science libraries and Java applications together is easier than ever!",,,,,Data Visualization,some,some,yes,,https://www.graalvm.org/python/
GYYTCH,Get the best from your scikit-learn classifier: trusted probabilties and optimal binary decision,confirmed,,Talk (25 mins + Q&A),Machine and Deep Learning,2023-05-14T10:55:27.481416+00:00,,"When operating a classifier in a production setting (i.e. predictive phase), practitioners are interested in potentially two different outputs: a ""hard"" decision used to leverage a business decision or/and a ""soft"" decision to get a confidence score linked to each potential decision (e.g. usually related to class probabilities).

Scikit-learn does not provide any flexibility to go from ""soft"" to ""hard"" predictions: it uses a cut-off point at a confidence score of 0.5 (or 0 when using `decision_function`) to get class labels. However, optimizing a classifier to get a confidence score close to the true probabilities (i.e. a calibrated classifier) does not guarantee to obtain accurate ""hard"" predictions using this heuristic. Reversely, training a classifier for an optimum ""hard"" prediction accuracy (with the cut-off constraint at 0.5) does not guarantee obtaining a calibrated classifier.

In this talk, we will present a new scikit-learn meta-estimator allowing us to get the best of the two worlds: a calibrated classifier providing optimum ""hard"" predictions. This meta-estimator will land in a future version of scikit-learn: https://github.com/scikit-learn/scikit-learn/pull/26120.

We will provide some insights regarding the way to obtain accurate probabilities and predictions and also illustrate how to use in practice this model on different use cases: cost-sensitive problems and imbalanced classification problems.","When operating a classifier in a production setting (i.e. predictive phase), practitioners are interested in potentially two different outputs: a ""hard"" decision used to leverage a business decision or/and a ""soft"" decision to get a confidence score linked to each potential decision (e.g. usually related to class probabilities).

Scikit-learn does not provide any flexibility to go from ""soft"" to ""hard"" predictions: it uses a cut-off point at a confidence score of 0.5 (or 0 when using `decision_function`) to get class labels. However, optimizing a classifier to get a confidence score close to the true probabilities (i.e. a calibrated classifier) does not guarantee to obtain accurate ""hard"" predictions using this heuristic. Reversely, training a classifier for an optimum ""hard"" prediction accuracy (with the cut-off constraint at 0.5) does not guarantee obtaining a calibrated classifier.

In this talk, we will present a new scikit-learn meta-estimator allowing us to get the best of the two worlds: a calibrated classifier providing optimum ""hard"" predictions. This meta-estimator will land in a future version of scikit-learn: https://github.com/scikit-learn/scikit-learn/pull/26120.

We will provide some insights regarding the way to obtain accurate probabilities and predictions and also illustrate how to use in practice this model on different use cases: cost-sensitive problems and imbalanced classification problems.",,,30,1,en,True,False,,KMDJAL,Guillaume Lemaitre,HS 120,2023-08-16T09:05:00+00:00,2023-08-16T11:35:00+02:00,2.00,2.0,,Get the best from your scikit-learn classifier: trusted probabilties and optimal binary decision,,,Supervised Learning,,,some,some,no,https://github.com/scikit-learn/scikit-learn/pull/26120,https://github.com/scikit-learn/scikit-learn/pull/26120
HCATHS,"Ibis: A fast, flexible, and portable tool for data analytics.",confirmed,,Tutorial,Data Science and Visualisation,2023-04-30T19:55:28.466219+00:00,,"Ibis provides a common dataframe-like interface to many popular databases and analytics tools  (BigQuery, Snowflake, Spark, DuckDB, …). This lets users analyze data using the same consistent API, regardless of which backend they’re using, and without ever having to learn SQL. No more pains rewriting pandas code to something else when you run into performance issues; write your code once using Ibis and run it on any supported backend. In this tutorial users will get experience writing queries using Ibis on a number of local and remote database engines.","Tabular data is ubiquitous, and Pandas has been the de facto tool in Python for analyzing it. However, as data size scales, analysis using Pandas may become untenable. Luckily, modern analytical databases (like DuckDB) are able to analyze this same tabular data, but perform orders-of-magnitude faster than Pandas, all while using less memory. Many of these systems only provide a SQL interface though; something far different from Pandas’ dataframe interface, requiring a rewrite of your analysis code.

This is where Ibis comes in. Ibis provides a common dataframe-like interface to many popular databases and analytics tools (BigQuery, Snowflake, Spark, DuckDB, …). This lets users analyze data using the same consistent API, regardless of which backend they’re using, and without ever having to learn SQL. No more pains rewriting pandas code to something else when you run into performance issues; write your code once using Ibis and run it on any supported backend.

In this tutorial we’ll cover:

- The basic operations of Ibis (select, filter, group_by, join, and aggregate), and how these operations may be composed to form more complicated queries.
- How Ibis may be used on a number of different local and remote backend engines to execute the same queries on different systems.
- The tradeoffs of different database engines, and recommendations for how to choose the best tool for the job.
- How Ibis integrates into the larger Python data ecosystem, including tools like Scikit-Learn or Matplotlib

This is a hands-on tutorial, with numerous examples to get your hands dirty. Participants should ideally have some experience using Python and Pandas, but no SQL experience is necessary.",,,90,1,en,False,False,,"WUEKGF, YE9YBK","Gil Forsyth, Phillip Cloud",Aula,2023-08-15T06:30:00+00:00,2023-08-15T10:00:00+02:00,2.00,2.0,,"Ibis: A fast, flexible, and portable tool for data analytics.",,,,,Data Analysis and Data Engineering,none,some,,,https://ibis-project.org
HJLJCQ,Getting started with JupyterLab,confirmed,,Tutorial,Scientific Applications,2023-05-14T15:05:22.739525+00:00,,"JupyterLab is very widely used in the Python scientific community. Most, if not all, of the other tutorials will use Jupyter as a tool. Therefore, a solid understanding of the basics is very helpful for the rest of the conference as well as for your later daily work.
This tutorial provides an overview of  important basic Jupyter features.","# Outline

## Introduction

* Terminology: JupyterLab, Notebook, IPython (10 min)
* Notebook approach - cells, code, markdown and more (15 min)

## Tools

* Help system and history (10 min)
* Magic functions basics (15 min)

## Development

* Runtime measurements and profiling (20 min)
* Exceptions and debugging (20 min)

The tutorial will be hands on.
While the students will receive a comprehensive PDF with all course content,
I will not distribute pre-filled Notebooks.
Instead, I will start with a blank Notebook for each topic and develop the
content step-by-step.
The participants are encouraged to type along.
My typing speed is usually appropriate and allows participants to follow.
In addition, the supplied PDF contains all needed code and commands to get back
on track, if I should be too fast.
I also explicitly ask for feedback if I am too fast or things are unclear.
I encourage questions at any time.
In fact, questions and my answers are often an important part of my teaching,
making the learning experience much more lively and typically more useful.

### Software Requirements

You need to have Python and JupyterLab installed. I will use Python 3.11. Older versions such as 3.8., 3.9 or 3.10 should work too. If you use Anaconda, you should be all set. Otherwise, if you use conda install with `conda install -c conda-forge jupyterlab` (or use `mamba` instead of `conda`); if you use `pip` install with `pip install jupyterlab`.",,,90,1,en,True,False,,9KSJ3K,Mike Müller,HS 120,2023-08-14T06:30:00+00:00,2023-08-14T10:00:00+02:00,2.00,2.0,,"Affordable travel to Jupyter, no rocket (science) required",,,,Other,,none,some,,,
HWKYXA,Incidents prediction with Hawkes model and other Tech AIOps projects in ING,confirmed,,Talk (25 mins + Q&A),Data Science and Visualisation,2023-04-26T19:07:18.510972+00:00,,"In this talk, we will discuss incident prediction with a Hawkes process within the IT infrastructure. We show how model previously applied for earthquake predictions can help answer the question ‘what caused what’ in a major European bank.","ING as European leading bank is continuously keeping track of its digital assets such as servers, network devices and software programs. Asset management is a challenging task because of the complex dependencies and hierarchical nature. Despite these difficulties, many monitoring tools were successfully implemented in ING, including metric anomaly detection, resource capacity forecasting, IT structure optimization and incident prediction with natural language processing of logs and events.

In this talk, we will discuss incident prediction with a Hawkes process. This model was previously successfully applied for earthquake predictions based on aftershocks and capturing the dynamics of full order books in finance. The Hawkes process model is well defined mathematically and can process a large volume of data to uncover Granger causal structures in data if implemented appropriately. We show how Hawkes processes help answer the question ‘what caused what’ within the IT infrastructure of a major European bank.",,,30,1,en,False,False,,"FQUEVZ, 7MFHEK","Arkadiusz Trawiński, PhD, Joost Göbbels",HS 120,2023-08-17T13:30:00+00:00,2023-08-17T16:00:00+02:00,2.00,2.0,,We will discuss incident prediction with a Hawkes process within the IT infrastructure of ING.,,,,,Model Deployment,none,none,,,
HXD9EH,Deploying multi-GPU workloads on Kubernetes in Python,confirmed,,Talk (15 mins + Q&A),High Performance Computing,2023-05-02T15:51:32.971050+00:00,,"By using Dask to scale out RAPIDS workloads on Kubernetes you can accelerate your workloads across many GPUs on many machines. In this talk, we will discuss how to install and configure Dask on your Kubernetes cluster and use it to run accelerated GPU workloads on your cluster.","The RAPIDS suite of open-source software libraries gives you the freedom to execute end-to-end data science and analytics pipelines entirely on GPUs with minimal code changes and no new tools to learn.

Dask is an open-source library which provides advanced parallelism for Python by breaking functions into a task graph that can be evaluated by a task scheduler that has many workers.

By using Dask to scale out RAPIDS workloads on Kubernetes you can accelerate your workloads across many GPUs on many machines. In this talk, we will discuss how to install and configure Dask on your Kubernetes cluster and use it to run accelerated GPU workloads on your cluster.",,,20,1,en,False,False,,EE7H7J,Jacob Tomlinson,Aula,2023-08-17T12:40:00+00:00,2023-08-17T15:00:00+02:00,2.00,1.6,,Use Dask on Kubernetes to run accelerated GPU workloads on your cluster,Parallel Computing,,,,,some,expert,yes,,
JACZHL,Estimagic: A library that enables scientists and engineers to solve challenging numerical optimization problems,confirmed,,Talk (15 mins + Q&A),"Community, Education, and Outreach",2023-04-29T14:11:05.609568+00:00,,"estimagic is a Python package for nonlinear optimization with or without constraints. It is particularly suited to solving difficult nonlinear estimation problems. On top, it provides functionality to perform statistical inference on estimated parameters.

In this presentation, we give a tour through estimagic's most notable features and explain its position in the ecosystem of Python libraries for numerical optimization.","Challenging numerical optimization problems arise in many places in science and industry, for example, in the calibration of scientific models, engineering, and statistics. Solving them requires high-quality optimizers and diagnostic tools that help select a suitable algorithm and monitor the optimization's progress. 

Estimagic provides a unified interface to optimization algorithms from scipy, nlopt, pygmo, and many other libraries. The minimize function feels familiar to users of scipy.optimize who are looking for a more extensive set of supported optimizers. Advanced users can use optional arguments to configure every aspect of the optimization, create a persistent log file, turn local optimizers global with a multistart framework, and more. Estimagic can calculate numerical derivatives in parallel, and many optimizers can leverage parallel hardware without requiring changes to the user's criterion function. 

In this presentation, we give a tour through estimagic's most notable features and explain its position in the ecosystem of Python libraries for numerical optimization.",,,20,1,en,False,False,,DMPC8P,Janos Gabler,Aula,2023-08-16T12:40:00+00:00,2023-08-16T15:00:00+02:00,2.00,2.0,,estimagic is a Python package for nonlinear optimization with or without constraints. Come to Euroscipy2023 to learn to see it in action and learn more about its powerful features!,,Learning and Teaching Scientific Python,,,,some,some,yes,https://estimagic.readthedocs.io/en/stable/,https://github.com/OpenSourceEconomics/estimagic
JBUYJL,RNA-seq data normalization in Python,confirmed,,Poster,Scientific Applications,2023-04-25T08:00:50.078183+00:00,,"Gene expression is commonly measured using RNA sequencing. In a nutshell, bioinformatic analysis includes aligning sequencing reads to a reference genome and counting expression as the number of reads per gene or transcript. Normalization of gene counts is important for accurate interpretation and downstream analysis, and the widely used methods like TPM and RPKM make us believe that RNA-seq normalization is a solved problem. This poster will present some alternatives and discuss why there may be more suitable ways of transforming gene expression counts for machine learning applications.

We developed [RNAnorm](https://github.com/genialis/rnanorm), an RNA-seq data normalization toolkit in Python. This open-source package (re-)implements a range of normalization methods including CPM, FPKM, TPM, TMM, UQ, CUF, and CTF. The code architecture is compatible with scikit-learn’s fit and transform interface, allowing users to rapidly prototype normalization strategies and assess their impact on model performance. 

The poster will present the theoretical background of the methods from the perspective of the bias they address (i.e. library size, gene length, RNA composition) and their respective strengths and weaknesses. It will also showcase the usage od RNAnorm package to perform various normalization tasks: from simple one-line normalization to a more complex grid search to find the best combination of normalizations for a given machine learning problem.","RNA sequencing (RNA-seq) has [revolutionized the field of transcriptomics](https://www.nature.com/articles/nrg2484) and has become a widely used method for analyzing gene expression. The process to obtain ML-ready data involves a series of steps, such as RNA extraction, PCR amplification, sequencing, and [bioinformatics](https://www.nature.com/articles/s41598-020-76881-x). Normalization is an essential step in RNA-seq data analysis, as it removes biases arising due to varying library size between the samples, different gene length within each sample, and the varying proportions of different RNA molecules within and between samples (RNA composition). Biologists, bioinformaticians, and data scientists working with RNA sequencing data must have a good understanding of the normalization methods to accurately analyze and interpret these data.

The poster will first provide a brief refresher on the basic steps of RNA-Seq data analysis to set the scene for the three main sources of systematic bias — library size, gene length, and RNA composition. Than, each method will be presented from the perspective of these biases. This will be done in an algorithmic fashion as well as using easy to follow calculus and pseudo code to really drive home the concepts. 
Assumptions, advantages, and shortcomings of each method will be investigated, using real-world examples. Special care will be taken to evaluate method utility for differential expression, co-expression networks, and machine learning. 

The poster will then present a Python implementation of these methods. We have developed an open-source RNA-seq normalization toolkit in Python called [RNAnorm](https://github.com/genialis/RNAnorm). The package implements the most popular methods, such as [CPM](https://academic.oup.com/bioinformatics/article/26/1/139/182458), [FPKM](https://www.nature.com/articles/nmeth.1226), [TPM](https://academic.oup.com/bioinformatics/article/26/4/493/243395), [UQ](https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-11-94), [TMM](https://genomebiology.biomedcentral.com/articles/10.1186/gb-2010-11-3-r25), [CUF and CTF](https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02568-9), follows Python coding best practices, is well documented, has exhaustive tests, and is freely available on Github under a permissive license. The code is compatible with [scikit-learn’s](https://scikit-learn.org/stable/index.html) fit and transform interface, which makes it convenient for evaluating various combinations of normalization methods in machine learning applications. 

Code examples will be used to present the unified interface of RNAnorm. The examples will progress from simple one-line normalization commands to a more complex grid search to find the best combination of normalizations for a given machine learning problem.

Finally, poster will present lessons learned from years of experience on the topic and recommend best practices for gene expression data normalization for the development of predictive biomarkers.","We have developed a Python library for normalizing RNAseq data. We truly believe it is great resource for the Python data science community and would like to show-case it at EuroScipy. The methods implemented in this package were previously scattered across various Python packages or only available in R programming language. However, nowadays Python is becoming the default choice for data science and the need for such package is only increasing.

We believe that the 90 minutes tutorial format would be the best option for this. However, we realize there might be applications for even more important or appealing tutorials. So, as a fallback we also applied a poster with the same title. Please chose only one of the two during the application review process.",,90,1,en,False,False,,H88LLA,Jure Zmrzlikar,,,,2.00,2.0,,Wish to do RNAseq normalization in Python? All the common methods in one place? Scikit-learn style API? Use RNAnorm Python package!,,,,Healthcare and Biomedicine,,some,some,,,https://github.com/genialis/RNAnorm
